Instances,feature_depth_min,feature_depth_max,feature_depth_mean,feature_depth_stdev,feature_depth_q25,feature_depth_q50,feature_depth_q75,feature_depth_gini,feature_operation-children_min,feature_operation-children_max,feature_operation-children_mean,feature_operation-children_stdev,feature_operation-children_q25,feature_operation-children_q50,feature_operation-children_q75,feature_operation-children_gini,feature_assembly-nodes-per-manufacturing-nodes,feature_operations_no,feature_machine_no,feature_machine_operations_min,feature_machine_operations_max,feature_machine_operations_mean,feature_machine_operations_stdev,feature_machine_operations_q25,feature_machine_operations_q50,feature_machine_operations_q75,feature_machine_operations_gini,feature_machine_fraction_stdev_min,feature_machine_fraction_stdev_max,feature_machine_fraction_stdev_mean,feature_machine_fraction_stdev_stdev,feature_machine_fraction_stdev_q25,feature_machine_fraction_stdev_q50,feature_machine_fraction_stdev_q75,feature_machine_fraction_stdev_gini,feature_machine_fraction_mean_min,feature_machine_fraction_mean_max,feature_machine_fraction_mean_mean,feature_machine_fraction_mean_stdev,feature_machine_fraction_mean_q25,feature_machine_fraction_mean_q50,feature_machine_fraction_mean_q75,feature_machine_fraction_mean_gini,feature_operation_machines_min,feature_operation_machines_max,feature_operation_machines_mean,feature_operation_machines_stdev,feature_operation_machines_q25,feature_operation_machines_q50,feature_operation_machines_q75,feature_operation_machines_gini,feature_levels_min,feature_levels_max,feature_levels_mean,feature_levels_stdev,feature_levels_q25,feature_levels_q50,feature_levels_q75,feature_levels_gini,feature_operation_mean_acctual_execution_time_min,feature_operation_mean_acctual_execution_time_max,feature_operation_mean_acctual_execution_time_mean,feature_operation_mean_acctual_execution_time_stdev,feature_operation_mean_acctual_execution_time_q25,feature_operation_mean_acctual_execution_time_q50,feature_operation_mean_acctual_execution_time_q75,feature_operation_mean_acctual_execution_time_gini,feature_operation_stdev_acctual_execution_time_max,feature_operation_stdev_acctual_execution_time_mean,feature_operation_stdev_acctual_execution_time_stdev,feature_operation_stdev_acctual_execution_time_q25,feature_operation_stdev_acctual_execution_time_q50,feature_operation_stdev_acctual_execution_time_q75,feature_operation_stdev_acctual_execution_time_gini,feature_machine_mean_acctual_execution_time_min,feature_machine_mean_acctual_execution_time_max,feature_machine_mean_acctual_execution_time_mean,feature_machine_mean_acctual_execution_time_stdev,feature_machine_mean_acctual_execution_time_q25,feature_machine_mean_acctual_execution_time_q50,feature_machine_mean_acctual_execution_time_q75,feature_machine_mean_acctual_execution_time_gini,feature_machine_stev_acctual_execution_time_min,feature_machine_stev_acctual_execution_time_max,feature_machine_stev_acctual_execution_time_mean,feature_machine_stev_acctual_execution_time_stdev,feature_machine_stev_acctual_execution_time_q25,feature_machine_stev_acctual_execution_time_q50,feature_machine_stev_acctual_execution_time_q75,feature_machine_stev_acctual_execution_time_gini,algo_TS-Ei-LM,algo_SA-Ei-LM,algo_TSL-Ei-LM,algo_SAL-Ei-LM,algo_TS-Si-LM,algo_SA-Si-LM,algo_TSL-Si-LM,algo_SAL-Si-LM
bom_deep_10_3_10_5_No1,0.6153846153846154,0.5333333333333332,0.6153846153846154,0.0,0.6153846153846154,0.6153846153846154,0.6037735849056602,3.781646891858024e-16,0.0,0.0033444816053511705,0.010000000000000009,0.017688293286491477,0.0,0.0,0.0,0.20767965082442297,0.1912960306073649,0.006640106241699867,0.05263157894736842,0.7174444475825559,0.45248756218905484,0.6085171720582725,0.15835753130632235,0.5089722675367048,0.5100830367734283,0.4922773100509303,0.13506490467556995,0.051848774324212824,0.0098757715747951,0.016155831139765375,0.004991071120225271,0.048996698532199366,0.023206515288904956,0.009536101054823649,0.27401458457644934,0.07969151670951156,0.0437037037037037,0.08222222222222221,0.012721841343437927,0.07830545599362804,0.07155555555555554,0.037222222222222226,0.13763764304642356,0.2213114754098361,0.5675675675675675,0.6085171720582726,0.4864303316706367,0.4150943396226417,0.7857142857142858,0.6621621621621621,0.4955009307817901,0.22074664305740016,0.2434361407671016,0.23933272342144085,0.24480967626459374,0.23654631537099294,0.23933272342144085,0.2405400531676642,0.8436822543946886,0.5904203323558163,3.8299582360979227e-07,1.1181939138872953e-05,6.877596955718217e-07,0.062374706455123434,0.011447147457130971,0.0009358024573982383,0.20565545811757097,0.0,0.0,0.0,0.0,0.0,0.0,2.1755817395732454e-17,0.013952885612256653,1.3923129489218257e-06,1.0563070785129193e-05,4.831027159561023e-07,0.0030453005019553986,0.00017757646444881606,2.0999530581395368e-05,0.056945036530436415,0.0021390010043275103,2.8595153992417114e-07,1.601939219193493e-06,1.9839067067415155e-07,0.0007278256096890796,2.463368503049921e-05,3.834574165437492e-06,0.13412176561226488,0.6416666666666666,0.11851851851851847,0.6641791044776119,0.031746031746031717,0.875,0.43181818181818177,0.6923076923076924,0.453125
bom_deep_10_3_10_5_No2,0.6153846153846154,0.5333333333333332,0.6153846153846154,0.0,0.6153846153846154,0.6153846153846154,0.6037735849056602,3.781646891858024e-16,0.0,0.0033444816053511705,0.010000000000000009,0.017688293286491477,0.0,0.0,0.0,0.20767965082442297,0.1912960306073649,0.006640106241699867,0.05263157894736842,0.5214215330929539,0.55257048092869,0.5384623502160687,0.28238980277179615,0.3923327895595432,0.45195729537366547,0.4504590652392337,0.316303863502297,0.04970236917605807,0.008498365855987974,0.013831089117052484,0.0032306871988332037,0.05429468176673549,0.02026323563785088,0.00662792880889197,0.20309582481454325,0.05141388174807198,0.04296296296296297,0.06555555555555555,0.014872316391482066,0.058592194344882505,0.05677777777777777,0.030370370370370367,0.19679849100038352,0.2213114754098361,0.5675675675675675,0.5384623502160688,0.45982900702341645,0.4150943396226417,0.5714285714285714,0.5135135135135135,0.5249805937609027,0.22074664305740016,0.2434361407671016,0.23933272342144085,0.24480967626459374,0.23654631537099294,0.23933272342144085,0.2405400531676642,0.8436822543946886,0.23851417399804498,4.742939937193971e-07,6.8839425148402865e-06,9.253553860999612e-07,0.02648108902762663,0.00590075030428151,0.0005487143581841629,0.3795668564150249,0.0,0.0,0.0,0.0,0.0,0.0,2.1755817395732454e-17,0.004921976566228381,9.898230953557454e-07,6.0560664777926955e-06,8.083841576683046e-07,0.0014590575725879197,9.873366424432483e-05,1.3771612071882443e-05,0.17593846181568557,0.0003842972059553749,4.1380862788305315e-07,1.9291793160917256e-06,5.70514884004808e-07,0.0004378043001524008,3.470382106257841e-05,5.870211327479472e-06,0.3578782033887563,0.2583333333333333,0.39259259259259255,0.5447761194029851,0.3571428571428572,0.734375,0.5151515151515151,0.5307692307692309,0.546875
bom_deep_10_3_15_5_No1,0.6153846153846154,0.5333333333333332,0.6153846153846154,0.0,0.6153846153846154,0.6153846153846154,0.6037735849056602,3.781646891858024e-16,0.0,0.0033444816053511705,0.010000000000000009,0.017688293286491477,0.0,0.0,0.0,0.20767965082442297,0.1912960306073649,0.006640106241699867,0.10526315789473684,0.19471667561028413,0.5859314538419016,0.36877400397606375,0.4050609194678618,0.2226753670473083,0.27758007117437733,0.3835498735405191,0.6990985839623579,0.02084089598256658,0.007113628980371686,0.008981453937329,0.0032359612047493697,0.029311781564925216,0.011083726938579936,0.005117000376232103,0.32331333033171095,0.009915534337128155,0.019365079365079366,0.02296296296296295,0.008821324766446393,0.016897081413210446,0.017999999999999988,0.013015873015873014,0.34920618025818706,0.1393442622950818,0.35135135135135126,0.3687740039760638,0.32642640977459364,0.2641509433962265,0.49999999999999994,0.4144144144144144,0.5071082711759912,0.22074664305740016,0.2434361407671016,0.23933272342144085,0.24480967626459374,0.23654631537099294,0.23933272342144085,0.2405400531676642,0.8436822543946886,0.32023460410557186,5.56097154137603e-07,1.2138913963551798e-05,1.0568265437456935e-06,0.05974473528457147,0.01198329918190642,0.0010962063328971235,0.29662258349045684,0.011483414126469532,0.4008125402104821,0.034868362871209715,0.38722098716300996,0.6123730802783025,0.6063191351982753,0.32924253286167443,0.013631942044567318,2.049031785268583e-06,1.0915362097411559e-05,1.140934424601992e-06,0.0027353282186131857,0.00017348639826096008,2.2640767291500942e-05,0.1258927891762372,0.0024543206957355268,5.584470205182296e-07,2.1838921332232437e-06,4.953315824863491e-07,0.0007238619407718865,3.049688417006755e-05,5.82191402787889e-06,0.2603047108356501,0.6166666666666666,0.1555555555555555,0.7014925373134328,0.23809523809523814,0.734375,0.3181818181818181,0.953846153846154,0.1875
bom_deep_10_3_15_5_No2,0.6153846153846154,0.5333333333333332,0.6153846153846154,0.0,0.6153846153846154,0.6153846153846154,0.6037735849056602,3.781646891858024e-16,0.0,0.0033444816053511705,0.010000000000000009,0.017688293286491477,0.0,0.0,0.0,0.20767965082442297,0.1912960306073649,0.006640106241699867,0.10526315789473684,0.26005764710681806,0.3524046434494196,0.3158436941397319,0.21222611620529222,0.265089722675367,0.23882957690786863,0.31664068184180444,0.43932838068649316,0.018224834848973484,0.004841820261350416,0.007095510022765433,0.001976619726472793,0.023057485249681226,0.010661857890406044,0.0031940794504014534,0.2511341416934866,0.005508630187293424,0.012698412698412693,0.01724867724867725,0.005518031863715357,0.014080901177675367,0.013999999999999999,0.008571428571428567,0.2919334400078723,0.1393442622950818,0.35135135135135126,0.31584369413973196,0.2909068721413385,0.2641509433962265,0.35714285714285726,0.3153153153153152,0.5077174871500042,0.22074664305740016,0.2434361407671016,0.23933272342144085,0.24480967626459374,0.23654631537099294,0.23933272342144085,0.2405400531676642,0.8436822543946886,0.3120234604105572,3.7916130046518887e-07,1.1014296934118303e-05,8.100910213003707e-07,0.05680928651889188,0.01227910703005839,0.000987414203960115,0.2698572110593914,0.0111437635772959,0.37402586623705514,0.03583788578168259,0.29478176866563277,0.5809167673307191,0.6047132648335779,0.3679210774152756,0.011210100328577463,1.7796938442550346e-06,1.0313270623297498e-05,1.093539598576568e-06,0.002674233200019824,0.00016361463979674122,2.3556433480441747e-05,0.13820017852135047,0.002463977745944472,3.4201216328356883e-07,1.8376579900729512e-06,2.613523606780902e-07,0.0006568644774806667,3.162616650427616e-05,4.289072975941827e-06,0.1613957796560743,0.7,0.22962962962962957,0.7910447761194029,0.07936507936507936,0.734375,0.18181818181818185,0.9230769230769231,0.265625
bom_deep_10_5_10_5_No1,0.6153846153846154,0.5333333333333332,0.6153846153846154,0.0,0.6153846153846154,0.6153846153846154,0.6037735849056602,4.3188803393465287e-16,0.0,0.010033444816053512,0.035458167330677276,0.035747546331151604,0.0,0.0,0.1,0.49884244142954526,0.5397664683851069,0.12730032251944604,0.05263157894736842,0.5858989675212517,0.40531191326772886,0.4980342371705677,0.12251908941441711,0.45445954394865995,0.402537612157127,0.39766122839768187,0.12491016815752284,0.372426517930657,0.045147221453133435,0.09444234874079363,0.012001619738302383,0.4343389492426737,0.15239757478715063,0.042683208863443484,0.10805659438071247,0.9383033419023136,0.4185185185185185,0.8651851851851851,0.09342517309613878,0.8591696535244921,0.7451111111111112,0.38833333333333336,0.09731737327428007,0.2213114754098361,0.5675675675675675,0.4980342371705678,0.4449997068504844,0.4150943396226417,0.5714285714285714,0.5135135135135135,0.5467843309784999,0.012814973237600256,0.014839753136741548,0.014083017366803664,0.01510437550554384,0.013732189350412746,0.014083017366803664,0.014305668276549216,0.8436686344028116,0.7167155425219941,8.531357505892025e-07,1.4134112195559548e-05,5.141187464612513e-07,0.09885445901827139,0.017820882185280478,0.0011267998747736044,0.10380995107205974,0.01728168973219922,0.4895473753572845,0.05794482715892487,0.004218701519365049,0.6676964074652618,0.8458411442468021,0.4525104385303505,0.019033498113806127,1.5422224600066824e-06,1.2840801446301457e-05,3.154580840905557e-07,0.00375735852185672,0.00022365326212489897,2.4744129645137134e-05,0.02763662261879228,0.002527629690237947,2.1948117314871892e-07,1.406951899771319e-06,1.1631278561449037e-07,0.0006697389519976132,2.0375735594274763e-05,3.124063161001745e-06,0.07774158595241958,0.44999999999999996,0.06666666666666665,0.3134328358208955,0.015873015873015872,0.9375,0.9090909090909092,0.5076923076923077,0.703125
bom_deep_10_5_10_5_No2,0.6153846153846154,0.5333333333333332,0.6153846153846154,0.0,0.6153846153846154,0.6153846153846154,0.6037735849056602,4.3188803393465287e-16,0.0,0.010033444816053512,0.035458167330677276,0.035747546331151604,0.0,0.0,0.1,0.49884244142954526,0.5397664683851069,0.12730032251944604,0.05263157894736842,0.5858989675212517,0.40531191326772886,0.4980342371705677,0.12251908941441711,0.45445954394865995,0.402537612157127,0.39766122839768187,0.12491016815752284,0.372426517930657,0.045147221453133435,0.09444234874079363,0.012001619738302383,0.4343389492426737,0.15239757478715063,0.042683208863443484,0.10805659438071247,0.9383033419023136,0.4185185185185185,0.8651851851851851,0.09342517309613878,0.8591696535244921,0.7451111111111112,0.38833333333333336,0.09731737327428007,0.2213114754098361,0.5675675675675675,0.4980342371705678,0.4449997068504844,0.4150943396226417,0.5714285714285714,0.5135135135135135,0.5467843309784999,0.012814973237600256,0.014839753136741548,0.014083017366803664,0.01510437550554384,0.013732189350412746,0.014083017366803664,0.014305668276549216,0.8436686344028116,0.716911045943304,8.790187818152754e-07,1.4151595822591998e-05,5.250337860600803e-07,0.09882009278881951,0.017862480163926848,0.001126608877356229,0.10485881956724212,0.017309974003446683,0.49045576762844767,0.058324153654405006,0.0018456819147222088,0.6675115337336017,0.8752266411808316,0.45432330158839374,0.01885985006460315,1.55257836525819e-06,1.285661772011301e-05,3.405417902302274e-07,0.0037578593006976488,0.00022369687508731618,2.4753981951064333e-05,0.030189359921658124,0.002527629690237947,2.3434054641233669e-07,1.4241372559140718e-06,1.3423956837687234e-07,0.0006696185462618767,2.063632533807636e-05,3.122016696482202e-06,0.09263245718724224,0.44999999999999996,0.05185185185185187,0.29850746268656714,0.031746031746031717,0.84375,0.8787878787878789,0.49230769230769234,0.859375
bom_deep_10_5_20_5_No1,0.6153846153846154,0.5333333333333332,0.6153846153846154,0.0,0.6153846153846154,0.6153846153846154,0.6037735849056602,0.0,0.0,0.013377926421404682,0.06196319018404908,0.05218409051394669,0.0,0.0,0.1,0.6702473384576334,0.6607098535616778,0.9999999999999999,0.15789473684210525,0.3271926804982578,0.16724840105475267,0.23033919658232696,0.039911815452514945,0.2255185183240234,0.190176830792723,0.1716063616991968,0.15696120977878578,1.0,0.14419101699730136,0.23619843554962275,0.036492127324745154,1.0,0.3709416457755638,0.10461447816420512,0.13905170233276587,0.9345826004600191,0.5449122807017543,0.9439912280701754,0.14609812844528738,0.9553150348990759,0.7720263157894737,0.4275438596491228,0.14133101096931727,0.09836065573770493,0.2432432432432432,0.230339196582327,0.2237384889721935,0.18867924528301902,0.25000000000000006,0.21621621621621626,0.5053661279213618,0.0,0.000751198987035384,0.0002007215271702847,0.0009474782694801865,0.0,0.0002007215271702847,0.0003626859962788055,0.8435701329622679,0.24301075268817204,2.9859796919707138e-05,8.283640908983398e-05,2.083747437419457e-05,0.122473604826546,0.04338823239404071,0.005856341589628212,0.641914877527689,0.43300390852739423,0.9110767454634456,0.25293697213966393,0.4011914289587325,0.662375089553484,0.9043478260869564,0.6268857899036931,0.09563708545461269,1.032929264510624e-05,7.559851073944607e-05,3.872123527949875e-06,0.02113003163723077,0.0013040815534524882,0.00014885037164745634,0.0670724408096553,0.07358637444547275,7.5106628090492575e-06,4.670237278795079e-05,3.2991731093813705e-06,0.024090883788515163,0.000695181222518755,9.683611170446167e-05,0.062477673427089736,0.6666666666666667,0.5851851851851853,0.0,0.19841269841269843,0.90625,0.9242424242424243,0.26153846153846155,0.3671875
bom_deep_10_5_20_5_No2,0.6153846153846154,0.5333333333333332,0.6153846153846154,0.0,0.6153846153846154,0.6153846153846154,0.6037735849056602,3.4377937927308667e-16,0.0,0.006688963210702342,0.012698412698412695,0.022162006598078623,0.0,0.0,0.0,0.25763275417312104,0.21116138763197587,0.011762473913868338,0.15789473684210525,0.28456051141801847,0.2273009950248757,0.211539848285784,0.08613170961514388,0.18026101141924966,0.1710162119414789,0.16609500051969656,0.28376028060451286,0.015521407697638111,0.00382359556450936,0.005574284993041967,0.0012575772688808785,0.023928451140864147,0.007490992474521815,0.00279587736558238,0.195931190893304,0.006697334596130422,0.009824561403508772,0.012280701754385965,0.003566772089351314,0.010375400867760797,0.009026315789473681,0.00640350877192982,0.2560116192724452,0.09836065573770493,0.2432432432432432,0.21153984828578404,0.2552857378879265,0.0754716981132077,0.25000000000000006,0.21621621621621626,0.6072027431937709,0.1372552119564072,0.1516471431395809,0.1488875289502097,0.1525754134008479,0.14707908670353118,0.1488875289502097,0.14969947763060687,0.8436816761820692,0.25180840664711635,1.8503400136113611e-06,1.9465814400128086e-05,3.853551368094533e-06,0.057736697405349674,0.012393116304866962,0.0010519288871624608,0.5403879020653359,0.032486436143925254,0.4434735597317014,0.06334878877280471,0.0,0.5656083583635718,0.6433746107764613,0.49417241983937205,0.013355604193065316,4.940180386893489e-06,1.9223371245922e-05,4.242887504569191e-06,0.0036280651408260246,0.00027501009254410753,4.622022859016296e-05,0.2937030753541245,0.0034773471170917282,1.9659653999795515e-06,7.878463548415896e-06,2.2814080429243565e-06,0.002007000493174854,0.00011817555196478073,2.4709821220397325e-05,0.36487936975988045,0.7583333333333333,0.2,0.7164179104477612,0.2539682539682539,0.7421875,0.13636363636363633,0.9076923076923078,0.203125
bom_deep_10_5_30_15_No1,0.6153846153846154,0.5333333333333332,0.6153846153846154,0.0,0.6153846153846154,0.6153846153846154,0.6037735849056602,4.367067745883106e-16,0.0,0.010033444816053512,0.036849925705794956,0.036116598261398035,0.0,0.0,0.1,0.5072657865929259,0.5571030640668523,0.1730221969265794,0.2631578947368421,0.626945075997877,0.3648878708410226,0.48892249789381603,0.05103251086725645,0.4494909640366179,0.40637713156452404,0.3617608444650971,0.04620436364625238,0.19709904590543767,0.024988350992757116,0.047922318013881894,0.0058201523779306446,0.21969757134229526,0.07321786343943276,0.02246310458965318,0.11381316342535916,0.48692491800372306,0.23471264367816091,0.471992337164751,0.04391794793486759,0.502065051703539,0.3944942528735632,0.20559386973180077,0.08727121108614518,0.05737704918032778,0.5675675675675675,0.4889224978938161,0.49249904066483025,0.2641509433962265,0.49999999999999994,0.5135135135135135,0.6286453333090517,0.008969390488866077,0.010611987710454547,0.00991714698971365,0.010856101336162433,0.009611363696765941,0.00991714698971365,0.010121586801794865,0.8436634734377874,0.7186705767350928,6.705394103699928e-07,1.4414435929661644e-05,4.4217078345696663e-07,0.10336088995806048,0.0180350347420155,0.0010893643809680325,0.0815201248252077,0.01711198410471445,0.6763257710976008,0.03525803306727015,0.9455164780276915,0.9475628407946157,0.8191701616900013,0.17804243525244315,0.020249940121344016,1.5986823833186906e-06,1.3244339124854126e-05,1.7316491741144302e-07,0.004006272736937342,0.00022586718232361273,2.4868055983634835e-05,0.013561595071984522,0.0026958202854365163,2.0485079487777781e-07,1.4595129577173383e-06,6.009270314526798e-08,0.0007644588511987125,2.2732968098156082e-05,2.992806104842541e-06,0.026374249053852727,0.41666666666666674,0.08148148148148149,0.29850746268656714,0.0,0.765625,0.8939393939393938,0.5230769230769231,0.921875
bom_deep_10_5_30_15_No2,0.6153846153846154,0.5333333333333332,0.6153846153846154,0.0,0.6153846153846154,0.6153846153846154,0.6037735849056602,4.367067745883106e-16,0.0,0.010033444816053512,0.036849925705794956,0.036116598261398035,0.0,0.0,0.1,0.5072657865929259,0.5571030640668523,0.1730221969265794,0.2631578947368421,0.626945075997877,0.3648878708410226,0.48892249789381603,0.05103251086725645,0.4494909640366179,0.40637713156452404,0.3617608444650971,0.04620436364625238,0.19709904590543767,0.024988350992757116,0.047922318013881894,0.0058201523779306446,0.21969757134229526,0.07321786343943276,0.02246310458965318,0.11381316342535916,0.48692491800372306,0.23471264367816091,0.471992337164751,0.04391794793486759,0.502065051703539,0.3944942528735632,0.20559386973180077,0.08727121108614518,0.05737704918032778,0.5675675675675675,0.4889224978938161,0.49249904066483025,0.2641509433962265,0.49999999999999994,0.5135135135135135,0.6286453333090517,0.008969390488866077,0.010611987710454547,0.00991714698971365,0.010856101336162433,0.009611363696765941,0.00991714698971365,0.010121586801794865,0.8436634734377874,0.7186705767350928,6.902598151136674e-07,1.4434399071282463e-05,4.489578381392554e-07,0.10340002927493619,0.018040637163382015,0.0010909319745861948,0.08227362990371292,0.017196836918456835,0.6752505418883814,0.03551005033982436,0.9453663233883762,0.9473058359514768,0.8177712742322448,0.18013462508211622,0.020114948155827223,1.5826893490672249e-06,1.3264905788226304e-05,1.84717460356139e-07,0.00400936763994632,0.00022719495896698832,2.4866098343844253e-05,0.014640642415863107,0.002656788638159709,2.1580644486417175e-07,1.4704520069439398e-06,6.539774970985186e-08,0.0007592480097939768,2.28134938004986e-05,2.974586714166253e-06,0.030794357180964505,0.3999999999999999,0.037037037037037035,0.3134328358208955,0.047619047619047616,0.90625,0.8939393939393938,0.5538461538461539,0.75
